,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,3.392342,0.611569,1.708283
2,2.002902,0.33565,1.005731
4,1.470516,0.195448,0.71892
8,1.338017,0.10721,0.631982
16,1.469867,0.060021,5.070615
32,87.512137,0.062876,31.676329
