,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.19783,0.352181,1.077962
2,1.362839,0.209599,0.64645
4,1.064993,0.120879,0.503134
8,3.403182,0.063745,1.527786
16,15.691633,0.038219,0.444876
