,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,23.200029,1.423248,2.052255
2,11.679201,0.731286,1.103006
4,6.260604,0.399737,0.582454
8,3.281938,0.225817,0.311651
16,1.843338,0.130079,0.195424
