,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.254078,0.269738,1.037796
5,1.463249,0.08342,0.759356
9,2.565202,0.050268,1.053706
13,5.099809,0.039469,1.746719
17,15.363729,0.033226,3.936002
21,51.175648,0.037251,31.689146
