,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,3.196833,0.610227,1.546225
2,1.808558,0.336373,0.906639
4,1.393466,0.195169,0.661116
8,1.836166,0.107765,0.644709
16,8.720684,0.060097,2.729903
32,50.49364,0.06387,15.352908
