,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,3.632598,0.356559,0.383425
2,1.83165,0.205115,0.224022
4,1.064141,0.121028,0.141114
8,0.602705,0.063832,0.076791
16,0.3564,0.03641,0.043544
32,0.360734,0.038352,0.043108
