logsize,HTM-block,Checkpoint-block,Abort
33056,.0063117,.0006634,.0143435
65824,.0050015,.0000662,.0087276
131360,.0061628,.0000330,.0064560
262432,.0065894,.0000492,.0064610
524576,.0064869,.0000974,.0060409
1048864,.0057703,.0000420,.0065776
