logsize,HTM-block,Checkpoint-block,Abort
33056,.5670367,7.9018104,.0257438
65824,.1479940,1.0737186,.0203812
131360,.1643629,.5920288,.0168412
262432,.1818450,.5535716,.0154846
524576,.2590425,.6377234,.0156607
1048864,.1793425,.4889536,.0214472
