logsize,HTM-block,Checkpoint-block,Abort
33056,.0224429,.0000635,.0692473
65824,.0000542,0,.0007272
131360,.0000665,0,.0007055
262432,.0000736,0,.0007538
524576,.0000832,0,.0007406
1048864,.0000973,0,.0008480
