logsize,HTM-block,Checkpoint-block,Abort
33056,1.6187312,.0000042,.0093430
65824,.6689082,.0000512,.0063414
131360,.3210575,.0002453,.0036426
262432,.2795885,.0002810,.0031767
524576,.2764551,.0003692,.0023689
1048864,.2681930,.0003628,.0024010
