logsize,HTM-block,Checkpoint-block,Abort
33056,.2819552,.2538820,.0907858
65824,.2602663,.1303035,.0821411
131360,.2532850,.1129090,.0783859
262432,.1884264,.0980961,.0744537
524576,.1803641,.0967926,.0726123
1048864,.1745504,.0978601,.0704860
