logsize,HTM-block,Checkpoint-block,Abort
33056,2.0930793,.0088872,.1226754
65824,.4597752,.0251297,.0993415
131360,.4592022,.0266693,.0905128
262432,.4918427,.0289670,.0843695
524576,.4702236,.0309800,.0816687
1048864,.4813987,.0333592,.0788356
