logsize,HTM-block,Checkpoint-block,Abort
33056,2.1899842,.1230092,.0057955
65824,.3842611,.1033011,.0038655
131360,.3303134,.0917445,.0025760
262432,.2727258,.0645878,.0020047
524576,.2630573,.0550630,.0019021
1048864,.3057413,.0142211,.0022388
