logsize,HTM-block,Checkpoint-block,Abort
33056,.0000262,0,.0002705
65824,.0000331,0,.0003119
131360,.0000274,0,.0003242
262432,.0000332,.0000014,.0003314
524576,.0000357,0,.0003246
1048864,.0000436,0,.0003575
