logsize,HTM-block,Checkpoint-block,Abort
33056,.0000135,0,.0001494
65824,.0000147,0,.0001717
131360,.0000157,0,.0001628
262432,.0000160,0,.0001574
524576,.0000184,0,.0001686
1048864,.0000190,0,.0001701
