logsize,HTM-block,Checkpoint-block,Abort
33056,.1215108,.0003748,.5441004
65824,.0165484,.0003714,.5289094
131360,.0120982,.0003752,.5207994
262432,.0122940,.0003806,.5244766
524576,.0189090,.0003776,.5309382
1048864,.0209932,.0003796,.5257334
