logsize,HTM-block,Checkpoint-block,Abort
33056,.4308015,1.8137803,.0445370
65824,.2878520,.4144029,.0353389
131360,.2521302,.2738381,.0324293
262432,.2446546,.2510109,.0300971
524576,.2367087,.2518637,.0287550
1048864,.2787952,.2966056,.0294389
