logsize,HTM-block,Checkpoint-block,Abort
33056,.9908861,.0000090,.0115939
65824,.2059619,.0001708,.0105150
131360,.2262128,.0001193,.0055082
262432,.2404373,.0001077,.0038011
524576,.2274492,.0001131,.0034599
1048864,.2487130,.0001154,.0032614
