logsize,HTM-block,Checkpoint-block,Abort
33056,.0000110,0,.0001077
65824,.0000104,0,.0001031
131360,.0000108,0,.0000977
262432,.0000138,0,.0001319
524576,.0000110,0,.0001114
1048864,.0000122,0,.0001064
