logsize,HTM-block,Checkpoint-block,Abort
33056,3.4919419,.0049375,.0843146
65824,1.5822459,.0111027,.0672658
131360,.9567888,.0252261,.0487993
262432,.5741623,.0396134,.0390403
524576,.5575135,.0447688,.0345299
1048864,.5589630,.0477508,.0324482
