logsize,HTM-block,Checkpoint-block,Abort
33056,6.5737123,.0019130,.0498227
65824,4.7892548,.0024285,.0452767
131360,5.3997061,.0052228,.0432961
262432,1.4811247,.0442393,.0218387
524576,.7135489,.0568190,.0166890
1048864,.7411454,.0594495,.0162223
