logsize,HTM-block,Checkpoint-block,Abort
33056,.4016156,.0000008,.0450482
65824,.3623662,.0000016,.0638314
131360,.2020490,.0000064,.0261334
262432,.2323616,.0000016,.0516044
524576,.2495820,0,.0378812
1048864,.2565938,0,.0640460
