logsize,HTM-block,Checkpoint-block,Abort
33056,.3416728,.0641843,.0057932
65824,.2520929,.0222782,.0036618
131360,.2329337,.0108110,.0033678
262432,.2111455,.0129082,.0026171
524576,.1927970,.0124555,.0024206
1048864,.2195157,.0112977,.0024109
