,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.687575,0.273271,1.099773
2,1.571976,0.172097,1.062106
4,2.558877,0.101532,1.210404
8,3.803471,0.052938,1.768197
16,7.076633,0.033488,3.210442
