,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.254266,0.266329,1.049643
5,1.495178,0.085976,0.771772
9,1.950035,0.049898,0.906504
13,2.510589,0.038437,1.109856
17,5.798972,0.033391,1.542702
21,50.096996,0.036024,41.488079
