,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.334077,0.036817,0.134374
5,0.18377,0.046622,0.104785
9,0.108417,0.00958,0.036164
13,0.144311,0.007074,0.038844
17,0.136706,0.005968,0.072342
21,0.128201,0.008981,0.069034
