,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.138434,0.35603,1.026724
2,1.300744,0.206428,0.571581
4,0.976609,0.121812,0.510558
8,1.030418,0.063584,0.446917
16,1.120868,0.037292,0.531569
