,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.583498,0.375477,0.752316
2,0.921853,0.221197,0.397835
4,0.766541,0.133805,0.338528
8,0.889071,0.067752,0.375244
16,1.310201,0.039632,0.590748
