,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,6.200708,2.348966,3.287388
2,3.206104,1.193773,1.715475
4,1.758738,0.639285,0.963207
8,1.001628,0.342737,0.564747
16,0.652812,0.192552,0.368379
