,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,4.122258,1.855608,2.244889
2,2.119618,0.936746,1.152558
4,1.142239,0.51103,0.637447
8,0.612899,0.284913,0.365573
16,0.353421,0.165852,0.224233
