,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.938,0.314544,0.899276
2,1.134953,0.190803,0.556184
4,0.875469,0.112737,0.423658
8,1.048731,0.062335,0.41067
16,5.106537,0.037156,2.236695
