,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,4.339263,2.861228,3.22859
2,3.785465,1.711608,3.221735
4,3.390561,1.225136,2.91954
8,6.128516,0.767386,2.465954
16,2.937855,0.560851,1.656752
