,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,21.701553,2.361662,13.855806
2,18.076355,1.137118,13.11887
4,17.943717,0.642133,13.515818
8,22.052544,0.347648,15.134575
16,26.452315,0.1944,18.509757
