,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.628532,0.370571,0.809679
2,0.850997,0.217762,0.421266
4,0.681673,0.135146,0.329118
8,0.863785,0.067766,0.369693
16,0.963908,0.040333,0.444038
