,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.621933,0.272239,0.376989
2,0.326288,0.142613,0.200649
4,0.191834,0.104159,0.140982
8,0.115934,0.056445,0.076792
16,0.06813,0.032316,0.044055
