,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.330584,0.203601,0.223877
2,1.242861,0.12995,0.147853
4,0.67709,0.066515,0.080522
8,0.4159,0.036648,0.044369
16,0.257446,0.023204,0.026708
