logsize,HTM-block,Checkpoint-block,Abort
33056,.0000111,0,.0001067
65824,.0000103,0,.0001015
131360,.0000100,0,.0001040
262432,.0000110,.0000046,.0001044
524576,.0000109,0,.0001033
1048864,.0000127,.0000034,.0001137
