logsize,HTM-block,Checkpoint-block,Abort
33056,.0663468,.0007662,.1790388
65824,.0021520,0,.0085188
131360,.0017856,0,.0071366
262432,.0020098,0,.0080702
524576,.0038194,0,.0146758
1048864,.0044492,0,.0169586
