logsize,HTM-block,Checkpoint-block,Abort
33056,.0052922,0,.0356990
65824,.0052862,0,.0359238
131360,.0060258,0,.0456314
262432,.0042330,0,.0339036
524576,.0075346,0,.0503790
1048864,.0156796,0,.0920336
