logsize,HTM-block,Checkpoint-block,Abort
33056,.3635222,1.5241091,.0433811
65824,.2841324,.4054641,.0349603
131360,.2360563,.2667629,.0321906
262432,.2196360,.2430121,.0298104
524576,.1961644,.2340641,.0282909
1048864,.1999913,.2268356,.0285302
