logsize,HTM-block,Checkpoint-block,Abort
33056,.4049374,.0000010,.0399736
65824,.3742950,.0000016,.0428290
131360,.1939248,.0000058,.0361456
262432,.2265768,.0000024,.0287456
524576,.2417882,.0000004,.0560996
1048864,.2476118,0,.0339906
