logsize,HTM-block,Checkpoint-block,Abort
33056,.1231364,.0003746,.5423374
65824,.0167610,.0003746,.5296578
131360,.0123692,.0003760,.5187294
262432,.0130676,.0003800,.5308704
524576,.0172318,.0003772,.5196056
1048864,.0228936,.0003776,.5358008
