logsize,HTM-block,Checkpoint-block,Abort
33056,.0000292,0,.0002911
65824,.0000314,0,.0003091
131360,.0000301,0,.0002802
262432,.0000353,0,.0003306
524576,.0000427,0,.0003485
1048864,.0000570,0,.0004216
