logsize,HTM-block,Checkpoint-block,Abort
33056,.1276337,.0052569,.0090082
65824,.1218543,.0024645,.0054486
131360,.1420234,.0021413,.0038133
262432,.1040525,.0013833,.0036779
524576,.0877749,.0013052,.0036443
1048864,.0725975,.0016892,.0038648
