logsize,HTM-block,Checkpoint-block,Abort
33056,.0085951,.0008845,.0144662
65824,.0069256,.0000910,.0092280
131360,.0060498,.0000592,.0066615
262432,.0085314,.0000419,.0063473
524576,.0042319,.0000330,.0061691
1048864,.0049907,.0002099,.0068785
