logsize,HTM-block,Checkpoint-block,Abort
33056,3.1020693,.0000019,.0052429
65824,2.4555085,.0000084,.0036321
131360,2.0207609,.0000495,.0032853
262432,1.8521068,.0001908,.0027522
524576,1.8504415,.0004465,.0022409
1048864,.5620742,.0006670,.0017921
