logsize,HTM-block,Checkpoint-block,Abort
33056,.9792865,.0000123,.0113845
65824,.1902146,.0002065,.0105692
131360,.2118695,.0001687,.0056973
262432,.2355645,.0001283,.0037364
524576,.2326474,.0001025,.0035153
1048864,.2233472,.0001009,.0029717
