logsize,HTM-block,Checkpoint-block,Abort
33056,.7347540,.0172650,.2225482
65824,.2865963,.0214447,.2205436
131360,.3331509,.0212263,.2203657
262432,.3782730,.0204550,.2139811
524576,.4105353,.0210249,.2155048
1048864,.4262288,.0226707,.2125818
