logsize,HTM-block,Checkpoint-block,Abort
33056,6.6352175,.0011466,.0503176
65824,4.9472894,.0031275,.0457298
131360,4.9555990,.0039842,.0425340
262432,2.7575043,.0284258,.0277839
524576,.7425045,.0547385,.0168661
1048864,.6170481,.0580459,.0163982
