logsize,HTM-block,Checkpoint-block,Abort
33056,.5050936,7.0209930,.0258287
65824,.1537323,1.1074828,.0206595
131360,.1483809,.5274351,.0170173
262432,.1481084,.4706685,.0156251
524576,.1323453,.4196340,.0155295
1048864,.1271121,.3970421,.0151286
