logsize,HTM-block,Checkpoint-block,Abort
33056,.6719764,.0000150,.0160716
65824,.1542563,.0000683,.0150721
131360,.1849496,.0000370,.0076656
262432,.2076702,.0000262,.0045395
524576,.2086840,.0000281,.0037298
1048864,.2304014,.0000173,.0037566
