logsize,HTM-block,Checkpoint-block,Abort
33056,.1254570,.0586192,.2186658
65824,.1156455,.0425610,.2089111
131360,.0498695,.0343146,.2014913
262432,.0185508,.0301492,.1985571
524576,.0077903,.0288704,.1952184
1048864,.0078623,.0286755,.1957752
