,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.201849,0.355275,1.078876
2,1.192013,0.20569,0.579832
4,0.842225,0.123579,0.421146
8,1.40757,0.063539,0.291665
16,0.617404,0.03762,0.161247
