,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.71015,0.332865,1.100863
2,1.588083,0.204512,1.062959
4,2.538927,0.121139,1.214216
8,3.755069,0.064019,1.720553
16,6.741548,0.037874,3.216987
