,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,4.128587,1.834606,2.235326
2,2.11914,0.936973,1.138901
4,1.132121,0.505471,0.637067
8,0.61642,0.280127,0.366219
16,0.35236,0.164564,0.22409
