,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.109399,0.351747,1.036357
2,1.246389,0.205962,0.571795
4,0.89009,0.122985,0.426465
8,0.748154,0.064805,0.855492
16,0.737028,0.037376,0.353895
