,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.618577,0.267783,0.376156
2,0.32853,0.139886,0.202212
4,0.196735,0.103427,0.141124
8,0.115882,0.056564,0.077376
16,0.068347,0.032117,0.044
