,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.048932,0.342084,0.925055
2,1.182358,0.210775,0.586596
4,0.900308,0.121438,0.444135
8,0.816155,0.063829,0.379197
16,3.674825,0.037528,1.492655
